Entity ID,Entity Name,Plant ID,Plant Name,Google Map,Bing Map,Plant State,County,Balancing Authority Code,Sector,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Status,Nameplate Energy Capacity (MWh),DC Net Capacity (MW),Planned Derate Year,Planned Derate Month,Planned Derate of Summer Capacity (MW),Planned Uprate Year,Planned Uprate Month,Planned Uprate of Summer Capacity (MW),Latitude,Longitude
8973,Town of Hudson - (MA),9038.0,Cherry Street,Map,Map,MA,Middlesex,ISNE,Electric Utility,7,,3.3,2.5,2.5,Petroleum Liquids,DFO,IC,5.0,1951.0, , ,(OP) Operating, , , , , , , , ,42.388611,-71.56
8973,Town of Hudson - (MA),9038.0,Cherry Street,Map,Map,MA,Middlesex,ISNE,Electric Utility,8,,4.0,3.4,3.4,Natural Gas Internal Combustion Engine,NG,IC,3.0,1956.0, , ,(OP) Operating, , , , , , , , ,42.388611,-71.56
8776,City of Holyoke Gas and Electric Dept.,9864.0,Cabot Holyoke,Map,Map,MA,Hampden,ISNE,Electric Utility,1,,0.8,0.6,0.6,Conventional Hydroelectric,WAT,HY,1.0,1893.0, , ,(OP) Operating, , , , , , , , ,42.2,-72.61
8776,City of Holyoke Gas and Electric Dept.,9864.0,Cabot Holyoke,Map,Map,MA,Hampden,ISNE,Electric Utility,2,,0.8,0.6,0.6,Conventional Hydroelectric,WAT,HY,1.0,1938.0, , ,(OP) Operating, , , , , , , , ,42.2,-72.61
8776,City of Holyoke Gas and Electric Dept.,9864.0,Cabot Holyoke,Map,Map,MA,Hampden,ISNE,Electric Utility,3,,0.4,0.4,0.4,Conventional Hydroelectric,WAT,HY,1.0,1939.0, , ,(OP) Operating, , , , , , , , ,42.2,-72.61
8776,City of Holyoke Gas and Electric Dept.,9864.0,Cabot Holyoke,Map,Map,MA,Hampden,ISNE,Electric Utility,4,,0.6,0.5,0.5,Conventional Hydroelectric,WAT,HY,1.0,1907.0, , ,(OP) Operating, , , , , , , , ,42.2,-72.61
7049,General Electric Aircraft Engines,10029.0,General Electric Aircraft Engines,Map,Map,MA,Essex,ISNE,Industrial Non-CHP,PV,,2.1,2.1,2.1,Solar Photovoltaic,SUN,PV,5.0,2017.0, , ,(OP) Operating, ,2.1, , , , , , ,42.45,-70.9739
56590,Silverstreet Hydro,10036.0,Hillsborough Hosiery,Map,Map,NH,Hillsborough,ISNE,IPP Non-CHP,GEN1,,0.6,0.6,0.6,Conventional Hydroelectric,WAT,HY,12.0,1989.0, , ,(OP) Operating, , , , , , , , ,43.11391,-71.894
56590,Silverstreet Hydro,10036.0,Hillsborough Hosiery,Map,Map,NH,Hillsborough,ISNE,IPP Non-CHP,GEN2,,0.6,0.6,0.6,Conventional Hydroelectric,WAT,HY,12.0,1989.0, , ,(OP) Operating, , , , , , , , ,43.11391,-71.894
11943,McCallum Enterprises I LP,10063.0,Derby Hydro,Map,Map,CT,Fairfield,ISNE,IPP Non-CHP,GEN1,,4.0,4,4,Conventional Hydroelectric,WAT,HY,1.0,1989.0, , ,(OP) Operating, , , , , , , , ,41.324308,-73.10211
11943,McCallum Enterprises I LP,10063.0,Derby Hydro,Map,Map,CT,Fairfield,ISNE,IPP Non-CHP,GEN2,,4.0,4,4,Conventional Hydroelectric,WAT,HY,1.0,1989.0, , ,(OP) Operating, , , , , , , , ,41.324308,-73.10211
11943,McCallum Enterprises I LP,10063.0,Derby Hydro,Map,Map,CT,Fairfield,ISNE,IPP Non-CHP,GEN3,,0.3,0.3,0.3,Conventional Hydroelectric,WAT,HY,1.0,1989.0, , ,(SB) Standby/Backup: available for service but not normally used, , , , , , , , ,41.324308,-73.10211
11943,McCallum Enterprises I LP,10063.0,Derby Hydro,Map,Map,CT,Fairfield,ISNE,IPP Non-CHP,GEN4,,0.3,0.3,0.3,Conventional Hydroelectric,WAT,HY,1.0,1989.0, , ,(SB) Standby/Backup: available for service but not normally used, , , , , , , , ,41.324308,-73.10211
12401,Merimil Ltd Partnership,10066.0,Lockwood Hydroelectric Facility,Map,Map,ME,Kennebec,ISNE,IPP Non-CHP,GEN1,,0.8,0.7,0.7,Conventional Hydroelectric,WAT,HY,10.0,1985.0, , ,(OP) Operating, , , , , , , , ,44.5467,-69.6292
12401,Merimil Ltd Partnership,10066.0,Lockwood Hydroelectric Facility,Map,Map,ME,Kennebec,ISNE,IPP Non-CHP,GEN2,,0.8,0.7,0.7,Conventional Hydroelectric,WAT,HY,10.0,1985.0, , ,(OP) Operating, , , , , , , , ,44.5467,-69.6292
12401,Merimil Ltd Partnership,10066.0,Lockwood Hydroelectric Facility,Map,Map,ME,Kennebec,ISNE,IPP Non-CHP,GEN3,,0.8,0.7,0.7,Conventional Hydroelectric,WAT,HY,10.0,1985.0, , ,(OP) Operating, , , , , , , , ,44.5467,-69.6292
12401,Merimil Ltd Partnership,10066.0,Lockwood Hydroelectric Facility,Map,Map,ME,Kennebec,ISNE,IPP Non-CHP,GEN4,,0.8,0.7,0.7,Conventional Hydroelectric,WAT,HY,10.0,1985.0, , ,(OP) Operating, , , , , , , , ,44.5467,-69.6292
12401,Merimil Ltd Partnership,10066.0,Lockwood Hydroelectric Facility,Map,Map,ME,Kennebec,ISNE,IPP Non-CHP,GEN5,,0.8,0.7,0.7,Conventional Hydroelectric,WAT,HY,10.0,1985.0, , ,(OP) Operating, , , , , , , , ,44.5467,-69.6292
12401,Merimil Ltd Partnership,10066.0,Lockwood Hydroelectric Facility,Map,Map,ME,Kennebec,ISNE,IPP Non-CHP,GEN6,,0.8,0.7,0.7,Conventional Hydroelectric,WAT,HY,10.0,1985.0, , ,(OP) Operating, , , , , , , , ,44.5467,-69.6292
12401,Merimil Ltd Partnership,10066.0,Lockwood Hydroelectric Facility,Map,Map,ME,Kennebec,ISNE,IPP Non-CHP,GEN7,,2.4,2.2,2.2,Conventional Hydroelectric,WAT,HY,10.0,1988.0, , ,(OP) Operating, , , , , , , , ,44.5467,-69.6292
6636,Foss Manufacturing Company LLC,10108.0,Hampton Facility,Map,Map,NH,Rockingham,ISNE,Industrial CHP,GEN8,,5.0,3.8,5,Natural Gas Fired Combustion Turbine,NG,GT,1.0,2000.0, , ,(OP) Operating, , , , , , , , ,42.9383,-70.8406
57280,"Eagle Creek Renewable Energy, LLC",10109.0,Stevens Mills Dam,Map,Map,NH,Merrimack,ISNE,IPP Non-CHP,1G,,0.2,0.2,0.2,Conventional Hydroelectric,WAT,HY,1.0,1985.0, , ,(OP) Operating, , , , , , , , ,43.446107,-71.64465
57280,"Eagle Creek Renewable Energy, LLC",10109.0,Stevens Mills Dam,Map,Map,NH,Merrimack,ISNE,IPP Non-CHP,3G,,1.7,1.8,1.8,Conventional Hydroelectric,WAT,HY,1.0,1985.0, , ,(OP) Operating, , , , , , , , ,43.446107,-71.64465
7601,Green Mountain Power Corp,10137.0,Deweys Mill,Map,Map,VT,Windsor,ISNE,Electric Utility,GEN1,,2.5,2.4,2.3,Conventional Hydroelectric,WAT,HY,6.0,1989.0, , ,(OP) Operating, , , , , , , , ,43.6411,-72.4061
7601,Green Mountain Power Corp,10137.0,Deweys Mill,Map,Map,VT,Windsor,ISNE,Electric Utility,GEN2,,0.5,0.5,0.5,Conventional Hydroelectric,WAT,HY,6.0,1989.0, , ,(OP) Operating, , , , , , , , ,43.6411,-72.4061
11724,Massachusetts Bay Trans Auth,10176.0,M Street Jet,Map,Map,MA,Suffolk,ISNE,IPP Non-CHP,NO.6,,69.0,50,68,Petroleum Liquids,KER,GT,5.0,1979.0, , ,(OP) Operating, , , , , , , , ,42.339387,-71.03141
61979,"City of Nashua, NH",10183.0,Mine Falls Generating Station,Map,Map,NH,Hillsborough,ISNE,IPP Non-CHP,GEN1,,1.5,1.5,1.5,Conventional Hydroelectric,WAT,HY,12.0,1985.0, , ,(OP) Operating, , , , , , , , ,42.750278,-71.50528
61979,"City of Nashua, NH",10183.0,Mine Falls Generating Station,Map,Map,NH,Hillsborough,ISNE,IPP Non-CHP,GEN2,,1.5,1.7,1.7,Conventional Hydroelectric,WAT,HY,12.0,1985.0, , ,(OP) Operating, , , , , , , , ,42.750278,-71.50528
57280,"Eagle Creek Renewable Energy, LLC",10186.0,Anson Abenaki Hydros,Map,Map,ME,Somerset,ISNE,IPP Non-CHP,AB1,,3.0,2.2,2.2,Conventional Hydroelectric,WAT,HY,5.0,1983.0, , ,(OP) Operating, , , , , , , , ,44.7975,-69.8867
57280,"Eagle Creek Renewable Energy, LLC",10186.0,Anson Abenaki Hydros,Map,Map,ME,Somerset,ISNE,IPP Non-CHP,AB2,,2.7,2.2,2.2,Conventional Hydroelectric,WAT,HY,9.0,1980.0, , ,(OP) Operating, , , , , , , , ,44.7975,-69.8867
57280,"Eagle Creek Renewable Energy, LLC",10186.0,Anson Abenaki Hydros,Map,Map,ME,Somerset,ISNE,IPP Non-CHP,AB3,,3.0,2.2,2.2,Conventional Hydroelectric,WAT,HY,4.0,1983.0, , ,(OP) Operating, , , , , , , , ,44.7975,-69.8867
57280,"Eagle Creek Renewable Energy, LLC",10186.0,Anson Abenaki Hydros,Map,Map,ME,Somerset,ISNE,IPP Non-CHP,AB4,,3.0,2.2,2.2,Conventional Hydroelectric,WAT,HY,4.0,1983.0, , ,(OP) Operating, , , , , , , , ,44.7975,-69.8867
57280,"Eagle Creek Renewable Energy, LLC",10186.0,Anson Abenaki Hydros,Map,Map,ME,Somerset,ISNE,IPP Non-CHP,AB5,,2.5,2.2,2.2,Conventional Hydroelectric,WAT,HY,7.0,1961.0, , ,(OP) Operating, , , , , , , , ,44.7975,-69.8867
57280,"Eagle Creek Renewable Energy, LLC",10186.0,Anson Abenaki Hydros,Map,Map,ME,Somerset,ISNE,IPP Non-CHP,AB6,,3.0,2.6,2.6,Conventional Hydroelectric,WAT,HY,4.0,2008.0, , ,(OP) Operating, , , , , , , , ,44.7975,-69.8867
57280,"Eagle Creek Renewable Energy, LLC",10186.0,Anson Abenaki Hydros,Map,Map,ME,Somerset,ISNE,IPP Non-CHP,AB7,,2.5,2.2,2.2,Conventional Hydroelectric,WAT,HY,1.0,1950.0, , ,(OP) Operating, , , , , , , , ,44.7975,-69.8867
57280,"Eagle Creek Renewable Energy, LLC",10186.0,Anson Abenaki Hydros,Map,Map,ME,Somerset,ISNE,IPP Non-CHP,AB8,,0.3,0.3,0.3,Conventional Hydroelectric,WAT,HY,8.0,1989.0, , ,(OP) Operating, , , , , , , , ,44.7975,-69.8867
57280,"Eagle Creek Renewable Energy, LLC",10186.0,Anson Abenaki Hydros,Map,Map,ME,Somerset,ISNE,IPP Non-CHP,AN1,,1.8,1.8,1.8,Conventional Hydroelectric,WAT,HY,9.0,1984.0, , ,(OP) Operating, , , , , , , , ,44.7975,-69.8867
57280,"Eagle Creek Renewable Energy, LLC",10186.0,Anson Abenaki Hydros,Map,Map,ME,Somerset,ISNE,IPP Non-CHP,AN2,,1.8,1.8,1.8,Conventional Hydroelectric,WAT,HY,9.0,1984.0, , ,(OP) Operating, , , , , , , , ,44.7975,-69.8867
57280,"Eagle Creek Renewable Energy, LLC",10186.0,Anson Abenaki Hydros,Map,Map,ME,Somerset,ISNE,IPP Non-CHP,AN3,,1.8,1.8,1.8,Conventional Hydroelectric,WAT,HY,9.0,1984.0, , ,(OP) Operating, , , , , , , , ,44.7975,-69.8867
57280,"Eagle Creek Renewable Energy, LLC",10186.0,Anson Abenaki Hydros,Map,Map,ME,Somerset,ISNE,IPP Non-CHP,AN4,,1.8,1.8,1.8,Conventional Hydroelectric,WAT,HY,9.0,1984.0, , ,(OP) Operating, , , , , , , , ,44.7975,-69.8867
57280,"Eagle Creek Renewable Energy, LLC",10186.0,Anson Abenaki Hydros,Map,Map,ME,Somerset,ISNE,IPP Non-CHP,AN5,,1.8,1.8,1.8,Conventional Hydroelectric,WAT,HY,9.0,1984.0, , ,(OP) Operating, , , , , , , , ,44.7975,-69.8867
59178,"Brookfield Black Bear Hydro, LLC",10255.0,West Enfield Hydro,Map,Map,ME,Penobscot,ISNE,IPP Non-CHP,GEN1,,6.5,4.4,4.4,Conventional Hydroelectric,WAT,HY,4.0,1988.0, , ,(OP) Operating, , , , , , , , ,45.2497,-68.6483
59178,"Brookfield Black Bear Hydro, LLC",10255.0,West Enfield Hydro,Map,Map,ME,Penobscot,ISNE,IPP Non-CHP,GEN2,,6.5,5.1,5.1,Conventional Hydroelectric,WAT,HY,4.0,1988.0, , ,(OP) Operating, , , , , , , , ,45.2497,-68.6483
57280,"Eagle Creek Renewable Energy, LLC",10276.0,Clement Dam Hydro LLC,Map,Map,NH,Belknap,ISNE,IPP Non-CHP,0049,,2.4,2.3,2.3,Conventional Hydroelectric,WAT,HY,12.0,1984.0, , ,(OP) Operating, , , , , , , , ,43.440538,-71.59598
2226,Bridgewater Power Co LP,10290.0,Bridgewater Power LP,Map,Map,NH,Grafton,ISNE,IPP Non-CHP,GEN1,,20.0,16,16.5,Wood/Wood Waste Biomass,WDS,ST,8.0,1987.0, , ,(OP) Operating, , , , , , , , ,43.7155,-71.6585
21970,Northeast Energy Associates LP,10307.0,Bellingham Cogeneration Facility,Map,Map,MA,Norfolk,ISNE,IPP Non-CHP,CT1,CC1,128.7,102,126,Natural Gas Fired Combined Cycle,NG,CT,9.0,1991.0, , ,(OP) Operating, , , , , , , , ,42.0925,-71.4833
21970,Northeast Energy Associates LP,10307.0,Bellingham Cogeneration Facility,Map,Map,MA,Norfolk,ISNE,IPP Non-CHP,CT2,CC1,128.7,102,126,Natural Gas Fired Combined Cycle,NG,CT,9.0,1991.0, , ,(OP) Operating, , , , , , , , ,42.0925,-71.4833
21970,Northeast Energy Associates LP,10307.0,Bellingham Cogeneration Facility,Map,Map,MA,Norfolk,ISNE,IPP Non-CHP,ST1,CC1,128.7,60,84,Natural Gas Fired Combined Cycle,NG,CA,9.0,1991.0, , ,(OP) Operating, , , , , , , , ,42.0925,-71.4833
57432,ReEnergy Livermore Falls,10354.0,ReEnergy Livermore Falls,Map,Map,ME,Androscoggin,ISNE,IPP Non-CHP,GEN1,,39.6,38,38,Wood/Wood Waste Biomass,WDS,ST,8.0,1992.0, , ,(OP) Operating, , , , , , , , ,44.431667,-70.1619
3692,Clark University,10408.0,Clark University,Map,Map,MA,Worcester,ISNE,Commercial CHP,GEN2,,2.0,2,2,Natural Gas Internal Combustion Engine,NG,IC,1.0,2013.0, , ,(OP) Operating, , , , , , , , ,42.2508,-71.8226
39878,Solutia Inc-Indian,10417.0,Indian Orchard Plant 1,Map,Map,MA,Hampden,ISNE,Industrial CHP,TG,,5.7,3.2,4.1,Natural Gas Steam Turbine,NG,ST,5.0,1985.0, , ,(OA) Out of service but expected to return to service in next calendar year, , , , , , , , ,42.156898,-72.52415
50083,Brookfield Power New England,10493.0,Rumford Falls Hydro Facility,Map,Map,ME,Oxford,ISNE,IPP Non-CHP,BES1,,8.0,8,8,Batteries,MWH,BA,5.0,2023.0, , ,(OP) Operating,16, , , , , , , ,44.5486,-70.6283
50083,Brookfield Power New England,10493.0,Rumford Falls Hydro Facility,Map,Map,ME,Oxford,ISNE,IPP Non-CHP,GEN1,,8.1,8.1,8.1,Conventional Hydroelectric,WAT,HY,1.0,1918.0, , ,(OP) Operating, , , , , , , , ,44.5486,-70.6283
50083,Brookfield Power New England,10493.0,Rumford Falls Hydro Facility,Map,Map,ME,Oxford,ISNE,IPP Non-CHP,GEN2,,8.1,8.1,8.1,Conventional Hydroelectric,WAT,HY,1.0,1918.0, , ,(OP) Operating, , , , , , , , ,44.5486,-70.6283
50083,Brookfield Power New England,10493.0,Rumford Falls Hydro Facility,Map,Map,ME,Oxford,ISNE,IPP Non-CHP,GEN3,,8.8,8.8,8.8,Conventional Hydroelectric,WAT,HY,1.0,1926.0, , ,(OP) Operating, , , , , , , , ,44.5486,-70.6283
50083,Brookfield Power New England,10493.0,Rumford Falls Hydro Facility,Map,Map,ME,Oxford,ISNE,IPP Non-CHP,GEN4,,4.3,4.3,4.3,Conventional Hydroelectric,WAT,HY,1.0,1950.0, , ,(SB) Standby/Backup: available for service but not normally used, , , , , , , , ,44.5486,-70.6283
50083,Brookfield Power New England,10493.0,Rumford Falls Hydro Facility,Map,Map,ME,Oxford,ISNE,IPP Non-CHP,GEN5,,7.6,7.6,7.6,Conventional Hydroelectric,WAT,HY,10.0,1954.0, , ,(OP) Operating, , , , , , , , ,44.5486,-70.6283
50083,Brookfield Power New England,10493.0,Rumford Falls Hydro Facility,Map,Map,ME,Oxford,ISNE,IPP Non-CHP,GEN6,,7.6,7.6,7.6,Conventional Hydroelectric,WAT,HY,10.0,1954.0, , ,(OP) Operating, , , , , , , , ,44.5486,-70.6283
64078,"Central Rivers Power US, LLC",10494.0,Sheldon Springs Hydroelectric,Map,Map,VT,Franklin,ISNE,IPP Non-CHP,IG-1,,1.8,1.7,1.7,Conventional Hydroelectric,WAT,HY,7.0,1988.0, , ,(OP) Operating, , , , , , , , ,44.9108,-72.9736
64078,"Central Rivers Power US, LLC",10494.0,Sheldon Springs Hydroelectric,Map,Map,VT,Franklin,ISNE,IPP Non-CHP,IG-2,,1.8,1.7,1.7,Conventional Hydroelectric,WAT,HY,7.0,1988.0, , ,(OP) Operating, , , , , , , , ,44.9108,-72.9736
64078,"Central Rivers Power US, LLC",10494.0,Sheldon Springs Hydroelectric,Map,Map,VT,Franklin,ISNE,IPP Non-CHP,IG-3,,0.2,0.2,0.2,Conventional Hydroelectric,WAT,HY,7.0,1988.0, , ,(OP) Operating, , , , , , , , ,44.9108,-72.9736
64078,"Central Rivers Power US, LLC",10494.0,Sheldon Springs Hydroelectric,Map,Map,VT,Franklin,ISNE,IPP Non-CHP,SG-1,,10.2,9.7,9.4,Conventional Hydroelectric,WAT,HY,7.0,1988.0, , ,(OP) Operating, , , , , , , , ,44.9108,-72.9736
64078,"Central Rivers Power US, LLC",10494.0,Sheldon Springs Hydroelectric,Map,Map,VT,Franklin,ISNE,IPP Non-CHP,SG-2,,10.2,9.7,9.4,Conventional Hydroelectric,WAT,HY,7.0,1988.0, , ,(OP) Operating, , , , , , , , ,44.9108,-72.9736
64078,"Central Rivers Power US, LLC",10494.0,Sheldon Springs Hydroelectric,Map,Map,VT,Franklin,ISNE,IPP Non-CHP,SG-3,,1.0,1,0.9,Conventional Hydroelectric,WAT,HY,7.0,1988.0, , ,(OP) Operating, , , , , , , , ,44.9108,-72.9736
61813,"ND Paper, Inc.",10495.0,Rumford Cogeneration,Map,Map,ME,Oxford,ISNE,IPP CHP,GEN1,,102.6,85,95,Wood/Wood Waste Biomass,BLQ,ST,1.0,1990.0, , ,(OP) Operating, , , , , , , , ,44.5513,-70.5414
16498,SFR Hydro Cor,10519.0,Milton Hydro,Map,Map,NH,Strafford,ISNE,IPP Non-CHP,1,,0.2,0.1,0.2,Conventional Hydroelectric,WAT,HY,1.0,1914.0, , ,(OP) Operating, , , , , , , , ,43.403087,-70.98647
16498,SFR Hydro Cor,10519.0,Milton Hydro,Map,Map,NH,Strafford,ISNE,IPP Non-CHP,2,,0.4,0.2,0.4,Conventional Hydroelectric,WAT,HY,1.0,1914.0, , ,(OP) Operating, , , , , , , , ,43.403087,-70.98647
16498,SFR Hydro Cor,10519.0,Milton Hydro,Map,Map,NH,Strafford,ISNE,IPP Non-CHP,3,,0.3,0.1,0.3,Conventional Hydroelectric,WAT,HY,6.0,1984.0, , ,(OP) Operating, , , , , , , , ,43.403087,-70.98647
16498,SFR Hydro Cor,10519.0,Milton Hydro,Map,Map,NH,Strafford,ISNE,IPP Non-CHP,4,,0.5,0.3,0.5,Conventional Hydroelectric,WAT,HY,12.0,1987.0, , ,(OP) Operating, , , , , , , , ,43.403087,-70.98647
55753,Essex Hydro Associates LLC,10523.0,Benton Falls Associates,Map,Map,ME,Kennebec,ISNE,IPP Non-CHP,GEN1,,3.5,3.3,3.2,Conventional Hydroelectric,WAT,HY,12.0,1987.0, , ,(OA) Out of service but expected to return to service in next calendar year, , , , , , , , ,44.580175,-69.55452
55753,Essex Hydro Associates LLC,10523.0,Benton Falls Associates,Map,Map,ME,Kennebec,ISNE,IPP Non-CHP,GEN2,,0.7,0.7,0.6,Conventional Hydroelectric,WAT,HY,12.0,1987.0, , ,(OP) Operating, , , , , , , , ,44.580175,-69.55452
5226,Dodge Falls Associates LP,10526.0,Dodge Falls Associates,Map,Map,NH,Grafton,ISNE,IPP Non-CHP,1UNI,,5.0,5,5,Conventional Hydroelectric,WAT,HY,12.0,1990.0, , ,(OP) Operating, , , , , , , , ,44.2081,-72.0581
2179,Brassua Hydroelectric LP,10555.0,Brassua Hydroelectric Project,Map,Map,ME,Somerset,ISNE,IPP Non-CHP,1,,3.6,3.6,3.6,Conventional Hydroelectric,WAT,HY,9.0,1989.0, , ,(OP) Operating, , , , , , , , ,45.6603,-69.81217
66271,"Boott Hydro, LLC - Hybrid ",10556.0,Boott Hydropower,Map,Map,MA,Middlesex,ISNE,IPP Non-CHP,GEN1,,7.5,7.1,6.9,Conventional Hydroelectric,WAT,HY,10.0,1985.0, , ,(OP) Operating, , , , ,0, , ,0,42.652454,-71.32238
66271,"Boott Hydro, LLC - Hybrid ",10556.0,Boott Hydropower,Map,Map,MA,Middlesex,ISNE,IPP Non-CHP,GEN2,,7.5,7.1,6.9,Conventional Hydroelectric,WAT,HY,10.0,1985.0, , ,(OP) Operating, , , , ,0, , ,0,42.652454,-71.32238
66271,"Boott Hydro, LLC - Hybrid ",10556.0,Boott Hydropower,Map,Map,MA,Middlesex,ISNE,IPP Non-CHP,GEN3,,7.9,7.5,7.3,Conventional Hydroelectric,WAT,HY,10.0,1985.0, , ,(OP) Operating, , , , ,0, , ,0,42.652454,-71.32238
291,Algonquin Windsor Locks LLC,10567.0,Algonquin Windsor Locks,Map,Map,CT,Hartford,ISNE,IPP CHP,GTG,CC1,40.0,35,45,Natural Gas Fired Combined Cycle,NG,CT,1.0,1990.0, , ,(OP) Operating, , , , , , , , ,41.9227,-72.6255
291,Algonquin Windsor Locks LLC,10567.0,Algonquin Windsor Locks,Map,Map,CT,Hartford,ISNE,IPP CHP,GTG2,CC1,15.0,13,15,Natural Gas Fired Combined Cycle,NG,CT,7.0,2012.0, , ,(OP) Operating, , , , , , , , ,41.9227,-72.6255
291,Algonquin Windsor Locks LLC,10567.0,Algonquin Windsor Locks,Map,Map,CT,Hartford,ISNE,IPP CHP,STG,CC1,16.0,16,16,Natural Gas Fired Combined Cycle,NG,CA,1.0,1990.0, , ,(OP) Operating, , , , , , , , ,41.9227,-72.6255
23037,Errol Hydroelectric Co LLC,10570.0,Errol Hydroelectric Project,Map,Map,NH,Coos,ISNE,IPP Non-CHP,1,,3.0,3,3,Conventional Hydroelectric,WAT,HY,11.0,1986.0, , ,(OP) Operating, , , , , , , , ,44.786648,-71.12433
56467,Ampersand Gilman Hydro LP,10608.0,Gilman Mill,Map,Map,VT,Essex,ISNE,IPP Non-CHP,GEN1,,2.2,2.1,2.1,Conventional Hydroelectric,WAT,HY,3.0,1986.0, , ,(OP) Operating, , , , , , , , ,44.4122,-71.7228
56467,Ampersand Gilman Hydro LP,10608.0,Gilman Mill,Map,Map,VT,Essex,ISNE,IPP Non-CHP,GEN2,,1.0,0.9,0.9,Conventional Hydroelectric,WAT,HY,1.0,1966.0, , ,(OP) Operating, , , , , , , , ,44.4122,-71.7228
56467,Ampersand Gilman Hydro LP,10608.0,Gilman Mill,Map,Map,VT,Essex,ISNE,IPP Non-CHP,GEN3,,0.8,0.7,0.7,Conventional Hydroelectric,WAT,HY,1.0,1941.0, , ,(OP) Operating, , , , , , , , ,44.4122,-71.7228
56467,Ampersand Gilman Hydro LP,10608.0,Gilman Mill,Map,Map,VT,Essex,ISNE,IPP Non-CHP,GEN4,,0.8,0.6,0.6,Conventional Hydroelectric,WAT,HY,1.0,1941.0, , ,(OP) Operating, , , , , , , , ,44.4122,-71.7228
528,Covanta Southeastern Connecticut Company,10646.0,Covanta Southeastern Connecticut Company,Map,Map,CT,New London,ISNE,IPP Non-CHP,GEN1,,18.3,16.3,18.1,Municipal Solid Waste,MSW,ST,12.0,1991.0, , ,(OP) Operating, , , , , , , , ,41.475,-72.0688
57280,"Eagle Creek Renewable Energy, LLC",10694.0,Pepperell Hydro Power Plant,Map,Map,MA,Middlesex,ISNE,IPP Non-CHP,2121,,0.8,0.8,0.7,Conventional Hydroelectric,WAT,HY,1.0,1920.0, , ,(OP) Operating, , , , , , , , ,42.668889,-71.57556
57280,"Eagle Creek Renewable Energy, LLC",10694.0,Pepperell Hydro Power Plant,Map,Map,MA,Middlesex,ISNE,IPP Non-CHP,8281,,0.8,0.8,0.7,Conventional Hydroelectric,WAT,HY,1.0,1920.0, , ,(OP) Operating, , , , , , , , ,42.668889,-71.57556
57280,"Eagle Creek Renewable Energy, LLC",10694.0,Pepperell Hydro Power Plant,Map,Map,MA,Middlesex,ISNE,IPP Non-CHP,G3,,0.6,0.6,0.5,Conventional Hydroelectric,WAT,HY,12.0,2006.0, , ,(OP) Operating, , , , , , , , ,42.668889,-71.57556
61813,"ND Paper, Inc.",10700.0,Red Shield Envir Old Town Facility,Map,Map,ME,Penobscot,ISNE,Industrial CHP,TG4,,12.5,7.5,12.5,Wood/Wood Waste Biomass,BLQ,ST,7.0,1965.0, , ,(OS) Out of service and NOT expected to return to service in next calendar year, , , , , , , , ,44.918063,-68.63554
61813,"ND Paper, Inc.",10700.0,Red Shield Envir Old Town Facility,Map,Map,ME,Penobscot,ISNE,Industrial CHP,TG6,,16.0,14,14,Wood/Wood Waste Biomass,WDS,ST,12.0,1987.0, , ,(OS) Out of service and NOT expected to return to service in next calendar year, , , , , , , , ,44.918063,-68.63554
11741,Masspower,10726.0,Masspower,Map,Map,MA,Hampden,ISNE,IPP Non-CHP,GEN1,G321,90.0,83,95,Natural Gas Fired Combined Cycle,NG,CT,7.0,1993.0, , ,(OP) Operating, , , , , , , , ,42.1575,-72.5225
11741,Masspower,10726.0,Masspower,Map,Map,MA,Hampden,ISNE,IPP Non-CHP,GEN2,G321,90.0,83,95,Natural Gas Fired Combined Cycle,NG,CT,7.0,1993.0, , ,(OP) Operating, , , , , , , , ,42.1575,-72.5225
11741,Masspower,10726.0,Masspower,Map,Map,MA,Hampden,ISNE,IPP Non-CHP,GEN3,G321,80.9,79,90,Natural Gas Fired Combined Cycle,NG,CA,7.0,1993.0, , ,(OP) Operating, , , , , , , , ,42.1575,-72.5225
56838,KEI (Maine) Power Management (III) LLC,10728.0,Barker Lower,Map,Map,ME,Androscoggin,ISNE,IPP Non-CHP,GEN1,,1.5,1.5,1.5,Conventional Hydroelectric,WAT,HY,4.0,1986.0, , ,(OP) Operating, , , , , , , , ,44.0867,-70.2297
62815,Stored Solar J&WE,10765.0,Indeck Jonesboro Energy Center,Map,Map,ME,Washington,ISNE,IPP Non-CHP,GEN1,,27.5,20.2,20.2,Wood/Wood Waste Biomass,WDS,ST,12.0,1987.0, , ,(SB) Standby/Backup: available for service but not normally used, , , , , , , , ,44.6781,-67.5477
62815,Stored Solar J&WE,10766.0,Indeck West Enfield Energy Center,Map,Map,ME,Penobscot,ISNE,IPP Non-CHP,GEN1,,27.5,20.4,21.4,Wood/Wood Waste Biomass,WDS,ST,12.0,1987.0, , ,(OP) Operating, , , , , , , , ,45.2537,-68.62792
11427,Massachusetts Wtr Rauth-Deer I,10823.0,Deer Island Treatment Plant,Map,Map,MA,Suffolk,ISNE,Commercial CHP,G101,,26.0,22,27,Petroleum Liquids,DFO,GT,8.0,1995.0, , ,(SB) Standby/Backup: available for service but not normally used, , , , , , , , ,42.353333,-70.96278
